classes,features,functions,file
CFConst,form|rest|transform,_load_cdll|_handle_osstatus|_bytes_to_cf_data_ref|_bytes_to_cf_string|_cf_string_ref_to_str|_der_certs_to_cf_cert_array|_configure_context|_verify_peercerts_impl|_verify_peercerts_impl_macos_10_13|_verify_peercerts_impl_macos_10_14,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_macos.py
,form,_configure_context|_capath_contains_certs|_verify_peercerts_impl,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_openssl.py
CERT_CONTEXT|CERT_ENHKEY_USAGE|CERT_USAGE_MATCH|CERT_CHAIN_PARA|CERT_TRUST_STATUS|CERT_CHAIN_ELEMENT|CERT_SIMPLE_CHAIN|CERT_CHAIN_CONTEXT|SSL_EXTRA_CERT_CHAIN_POLICY_PARA|CERT_CHAIN_POLICY_PARA|CERT_CHAIN_POLICY_STATUS|CERT_CHAIN_ENGINE_CONFIG,form|rest,_handle_win_error|_verify_peercerts_impl|_get_and_verify_cert_chain|_verify_using_custom_ca_certs|_configure_context,E:\football_v\.venv\Lib\site-packages\pip\_vendor\truststore\_windows.py
HTTPConnection|HTTPSConnection|DummyConnection|BaseSSLError|ConnectionError|BrokenPipeError,feature|form|historical|normalization|recent,_match_hostname|_get_default_user_agent|__init__|host|host|_new_conn|_is_using_tunnel|_prepare_conn|connect|putrequest|putheader|request|request_chunked|__init__|set_cert|connect|_connect_tls_proxy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connection.py
ConnectionPool|HTTPConnectionPool|HTTPSConnectionPool,form,connection_from_url|_normalize_host|_close_pool_connections|__init__|__str__|__enter__|__exit__|close|__init__|_new_conn|_get_conn|_put_conn|_validate_conn|_prepare_proxy|_get_timeout|_raise_timeout|_make_request|_absolute_url|close|is_same_host|urlopen|__init__|_prepare_conn|_prepare_proxy|_new_conn|_validate_conn|_is_ssl_error_message_from_http_proxy,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py
HTTPError|HTTPWarning|PoolError|RequestError|SSLError|ProxyError|DecodeError|ProtocolError|MaxRetryError|HostChangedError|TimeoutStateError|TimeoutError|ReadTimeoutError|ConnectTimeoutError|NewConnectionError|EmptyPoolError|ClosedPoolError|LocationValueError|LocationParseError|URLSchemeUnknown|ResponseError|SecurityWarning|SubjectAltNameWarning|InsecureRequestWarning|SystemTimeWarning|InsecurePlatformWarning|SNIMissingWarning|DependencyWarning|ResponseNotChunked|BodyNotHttplibCompatible|IncompleteRead|InvalidChunkLength|InvalidHeader|ProxySchemeUnknown|ProxySchemeUnsupported|HeaderParsingError|UnrewindableBodyError,form,__init__|__reduce__|__init__|__reduce__|__init__|__init__|__init__|__init__|__init__|__init__|__repr__|__init__|__repr__|__init__|__init__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\exceptions.py
RequestField,form,guess_content_type|format_header_param_rfc2231|_replace_multiple|format_header_param_html5|replacer|__init__|from_tuples|_render_part|_render_parts|render_headers|make_multipart,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\fields.py
,form,choose_boundary|iter_field_objects|iter_fields|encode_multipart_formdata,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\filepost.py
PoolManager|ProxyManager,form|historical|recent|transform,_default_key_normalizer|proxy_from_url|__init__|__enter__|__exit__|_new_pool|clear|connection_from_host|connection_from_context|connection_from_pool_key|connection_from_url|_merge_pool_kwargs|_proxy_requires_url_absolute_form|_validate_proxy_scheme_url_selection|urlopen|__init__|connection_from_host|_set_proxy_headers|urlopen,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py
RequestMethods|RequestModule,form,__init__|urlopen|request|request_encode_url|request_encode_body|__call__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\request.py
DeflateDecoder|GzipDecoderState|GzipDecoder|MultiDecoder|HTTPResponse|BrotliDecoder,form|history|previous,_get_decoder|__init__|__getattr__|decompress|__init__|__getattr__|decompress|__init__|flush|decompress|__init__|get_redirect_location|release_conn|drain_conn|data|connection|isclosed|tell|_init_length|_init_decoder|_decode|_flush_decoder|_error_catcher|_fp_read|read|stream|from_httplib|getheaders|getheader|info|close|closed|fileno|flush|readable|readinto|supports_chunked_reads|_update_chunk_length|_handle_chunk|read_chunked|geturl|__iter__|__init__|flush,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\response.py
RecentlyUsedContainer|HTTPHeaderDict|RLock,form|previous|recent,__init__|__getitem__|__setitem__|__delitem__|__len__|__iter__|clear|keys|__init__|__setitem__|__getitem__|__delitem__|__contains__|__eq__|__ne__|__len__|__iter__|pop|discard|add|extend|getlist|_prepare_for_method_change|__repr__|_copy_from|copy|iteritems|itermerged|items|from_httplib|__enter__|__exit__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\_collections.py
,form,add_stderr_logger|disable_warnings,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\__init__.py
AppEnginePlatformWarning|AppEnginePlatformError|AppEngineManager,form|rest,__init__|__enter__|__exit__|urlopen|_urlfetch_response_to_http_response|_get_absolute_timeout|_get_retries,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py
NTLMConnectionPool,form,__init__|_new_conn|urlopen,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py
WrappedSocket|PyOpenSSLContext|UnsupportedExtension,encoder|form|rating,inject_into_urllib3|extract_from_urllib3|_validate_dependencies_met|_dnsname_to_stdlib|get_subj_alt_name|_verify_callback|idna_encode|__init__|fileno|_decref_socketios|recv|recv_into|settimeout|_send_until_done|sendall|shutdown|close|getpeercert|version|_reuse|_drop|makefile|__init__|options|options|verify_mode|verify_mode|set_default_verify_paths|set_ciphers|load_verify_locations|load_cert_chain|set_alpn_protocols|wrap_socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py
WrappedSocket|SecureTransportContext,feature|fitness|form|previous|rating|rest,inject_into_urllib3|extract_from_urllib3|_read_callback|_write_callback|__init__|_raise_on_error|_set_ciphers|_set_alpn_protocols|_custom_validate|_evaluate_trust|handshake|fileno|_decref_socketios|recv|recv_into|settimeout|gettimeout|send|sendall|shutdown|close|getpeercert|version|_reuse|_drop|makefile|makefile|__init__|check_hostname|check_hostname|options|options|verify_mode|verify_mode|set_default_verify_paths|load_default_certs|set_ciphers|load_verify_locations|load_cert_chain|set_alpn_protocols|wrap_socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py
SOCKSConnection|SOCKSHTTPSConnection|SOCKSHTTPConnectionPool|SOCKSHTTPSConnectionPool|SOCKSProxyManager,feature|features|form,__init__|_new_conn|__init__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py
,rest,is_appengine|is_appengine_sandbox|is_local_appengine|is_prod_appengine|is_prod_appengine_mvms,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py
CFConst|SecurityConst,fitness|form|rest,load_cdll,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py
,form,_cf_data_from_bytes|_cf_dictionary_from_tuples|_cfstr|_create_cfstring_array|_cf_string_to_unicode|_assert_no_error|_cert_array_from_pem|_is_cert|_is_identity|_temporary_keychain|_load_items_from_file|_load_client_cert_chain|_build_tls_unknown_ca_alert,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py
_LazyDescr|MovedModule|_LazyModule|MovedAttribute|_SixMetaPathImporter|_MovedItems|Module_six_moves_urllib_parse|Module_six_moves_urllib_error|Module_six_moves_urllib_request|Module_six_moves_urllib_response|Module_six_moves_urllib_robotparser|Module_six_moves_urllib|Iterator|metaclass|X,fitness|form|rest,_add_doc|_import_module|add_move|remove_move|assertCountEqual|assertRaisesRegex|assertRegex|assertNotRegex|with_metaclass|add_metaclass|ensure_binary|ensure_str|ensure_text|python_2_unicode_compatible|__init__|__get__|__init__|_resolve|__getattr__|__init__|__dir__|__init__|_resolve|__init__|_add_module|_get_module|find_module|find_spec|__get_module|load_module|is_package|get_code|create_module|exec_module|__dir__|get_unbound_function|create_unbound_method|get_unbound_function|create_bound_method|create_unbound_method|iterkeys|itervalues|iteritems|iterlists|iterkeys|itervalues|iteritems|iterlists|b|u|b|u|byte2int|indexbytes|reraise|exec_|raise_from|print_|print_|_update_wrapper|wraps|wrapper|advance_iterator|callable|next|write|__new__|__prepare__|__len__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\packages\six.py
,form,is_connection_dropped|create_connection|_set_socket_options|allowed_gai_family|_has_ipv6,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\connection.py
,rating,make_headers|set_file_position|rewind_body,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\request.py
,form|rest,is_fp_closed|assert_header_parsing|is_response_to_head,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\response.py
_RetryMeta|Retry,form|history|previous,DEFAULT_METHOD_WHITELIST|DEFAULT_METHOD_WHITELIST|DEFAULT_REDIRECT_HEADERS_BLACKLIST|DEFAULT_REDIRECT_HEADERS_BLACKLIST|BACKOFF_MAX|BACKOFF_MAX|__init__|new|from_int|get_backoff_time|parse_retry_after|get_retry_after|sleep_for_retry|_sleep_backoff|sleep|_is_connection_error|_is_read_error|_is_method_retryable|is_retry|is_exhausted|increment|__repr__|__getattr__,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\retry.py
SSLTransport,form,_validate_ssl_context_for_tls_in_tls|__init__|__enter__|__exit__|fileno|read|recv|recv_into|sendall|send|makefile|unwrap|close|getpeercert|version|cipher|selected_alpn_protocol|selected_npn_protocol|shared_ciphers|compression|settimeout|gettimeout|_decref_socketios|_wrap_ssl_read|_ssl_io_loop,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssltransport.py
SSLContext,feature|features|form|rest,_const_compare_digest_backport|assert_fingerprint|resolve_cert_reqs|resolve_ssl_version|create_urllib3_context|ssl_wrap_socket|is_ipaddress|_is_key_file_encrypted|_ssl_wrap_socket_impl|disable_check_hostname|__init__|load_cert_chain|load_verify_locations|set_ciphers|wrap_socket,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py
CertificateError,form,_dnsname_match|_to_unicode|_ipaddress_match|match_hostname,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\ssl_match_hostname.py
Url,form,split_first|_encode_invalid_chars|_remove_path_dot_segments|_normalize_host|_idna_encode|_encode_target|parse_url|get_host|__new__|hostname|request_uri|netloc|url|__str__|ensure_type,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\url.py
NoWayToWaitForSocketError,form,select_wait_for_socket|poll_wait_for_socket|null_wait_for_socket|_have_working_poll|wait_for_socket|wait_for_read|wait_for_write|_retry_on_intr|_retry_on_intr|do_poll,E:\football_v\.venv\Lib\site-packages\pip\_vendor\urllib3\util\wait.py
FootballFormatter,form,__init__,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\formatter.py
,form,create_file_handler|create_console_handler,E:\football_v\00_System_OS\01_DATA_LAYER\core\logger\handlers.py
,form,save_odds,E:\football_v\00_System_OS\01_DATA_LAYER\market\odds_manager.py
,form,calculate_level|save_quality_score|save_alert|evaluate_data,E:\football_v\00_System_OS\01_DATA_LAYER\quality\quality_engine.py
,form,add_lineage,E:\football_v\00_System_OS\01_DATA_LAYER\registry\data_lineage.py
,form|history,record_import,E:\football_v\00_System_OS\01_DATA_LAYER\registry\import_tracker.py
,form,create_data_id|register_data,E:\football_v\00_System_OS\01_DATA_LAYER\registry\registry_manager.py
,form,init_quality_rules,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\quality_rule_init.py
,history,init_registry_tables,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\registry_init.py
,history|schedule,run_test,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_scheduler_reliability.py
,history,run_test,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_history.py
,history|schedule,run_test,E:\football_v\00_System_OS\01_DATA_LAYER\scripts\test_task_reliability_full.py
,form,require_manual,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\manual_task.py
,form|history,get_retry_policy|get_task_info|update_task_status|retry_task,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_engine.py
,form,add_retry_record|get_retry_records|get_failed_retry_count,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\retry_logger.py
,form|history|schedule,get_pending_tasks|start_task|finish_task|process_queue,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\scheduler.py
,form|history,add_history|get_history|get_all_history,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_history.py
,form|history,generate_task_id|create_task|get_task|update_task_error,E:\football_v\00_System_OS\01_DATA_LAYER\task_queue\task_manager.py
,feature,classify,E:\football_v\00_System_OS\ARCHITECTURE_CLEANUP\architecture_classifier\architecture_classifier_V1.0.py
,form|schedule,load_config|write_log|run,E:\football_v\00_System_OS\Automation\scheduler\scheduler_manager.py
,form|recovery,check_environment|build_structure|initialize_modules|generate_report|main,E:\football_v\00_System_OS\Bootstrap\bootstrap.py
,form|recovery|schedule,generate,E:\football_v\00_System_OS\Bootstrap\config_generator.py
,form|recovery,write_log|run,E:\football_v\00_System_OS\Bootstrap\deploy_system.py
,form|recovery,create_structure,E:\football_v\00_System_OS\Bootstrap\setup_system.py
,form|power|recovery|schedule,check_python|check_path|check_scheduler|run_check,E:\football_v\00_System_OS\Bootstrap\system_check.py
,form,load_index|save_index|create_archive_record|archive_test_file,E:\football_v\00_System_OS\File_Manager\archive\archive_manager.py
,form|history,load_json|save_json|get_target_folder|run,E:\football_v\00_System_OS\File_Manager\archive\archive_manager_v11.py
,form,load_json|save_json|compare_assets|run,E:\football_v\00_System_OS\File_Manager\duplicate\duplicate_detector_v11.py
,form|history,load_json|save_json|process_asset|run,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_engine.py
,form|historical,load_registry|update_lifecycle|save_report,E:\football_v\00_System_OS\File_Manager\lifecycle\lifecycle_manager.py
,form,load_registry|upgrade_asset|upgrade,E:\football_v\00_System_OS\File_Manager\registry\file_registry_v11.py
,form,calculate_hash|classify_file|scan_files|save_results,E:\football_v\00_System_OS\File_Manager\scanner\file_scanner.py
,form,load_json|save_json|create_version|run,E:\football_v\00_System_OS\File_Manager\version\version_manager.py
,form|history|schedule,load_json|save_json|check_system,E:\football_v\00_System_OS\Monitor\monitor_service.py
,form|recovery|rest,load_json|save_json|main,E:\football_v\00_System_OS\Recovery\recovery_controller.py
,form|history|recovery,load_json|save_json|recovery_check,E:\football_v\00_System_OS\Recovery\recovery_service.py
,form|recovery,save|load|register,E:\football_v\00_System_OS\registry\registry_manager.py
,form,load|save|scan,E:\football_v\00_System_OS\registry\registry_scanner.py
,form,create_directory|create_file|save_report|main,E:\football_v\00_System_OS\scripts\framework_initializer.py
,feature|feature_store|history,ensure|archive_old_fusion|create_api|create_tests|create_config|create_report|create_checkpoint,E:\football_v\00_SYSTEM_TOOLS\deploy_execution_engine_stabilization_V1.0.py
,form|history,write_file|main,E:\football_v\00_SYSTEM_TOOLS\deploy_scripts\deploy_phase3_2_memory_bridge.py
,history,create,E:\football_v\00_SYSTEM_TOOLS\deploy_scripts\deploy_v15_phase1.py
,feature|features|history|trend,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.0_V1.4.py
,history|previous,create_folder|create_file|create_json|deploy_start|create_auto_upgrade_manager|create_optimization_history|create_rollback_manager|create_release_validator|create_evolution_memory|create_upgrade_history_repository|create_model_change_tracker|create_knowledge_snapshot|create_upgrade_config|create_autonomous_test|create_checkpoint|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.3_V1.4.py
,form|history,create_folder|create_file|create_json|deploy_start|create_adaptive_parameter_learning|create_parameter_effect_analyzer|create_dynamic_weight_adjuster|create_learning_cycle_manager|create_evolution_controller|create_upgrade_policy_manager|create_risk_gate|create_human_dashboard_api|create_evolution_upgrade_config|create_evolution_full_test|create_v16_checkpoint|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.5_V1.6.py
,form|history,create_folder|create_file|create_json|deploy_start|create_multi_cycle_learning_engine|create_weekly_evolution_analyzer|create_monthly_performance_analyzer|create_learning_effect_tracker|create_evolution_intelligence_engine|create_strategy_evolution_manager|create_knowledge_graph_builder|create_evolution_report_generator|create_evolution_intelligence_config|create_v18_full_test|create_v18_checkpoint|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.7_V1.8.py
,history,create_evolution_governance_manager|create_model_evolution_audit|create_change_approval_center|create_evolution_compliance_checker|create_ai_evolution_supervisor|create_system_evolution_dashboard|create_evolution_strategy_optimizer|create_evolution_supervisor_config|create_v20_full_test|create_evolution_supervisor_report|create_v20_checkpoint|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V1.9_V2.0.py
,feature|history,create_folder|create_file|create_json|deploy_start|create_v21_modules|create_v22_modules|create_v21_v22_config|create_batch_test|create_report|create_checkpoint|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.1_V2.2_BATCH.py
,recovery|rest,create_folder|create_file|create_json|deploy_start|create_v23_modules|create_v24_modules|create_config|create_report|create_checkpoint|create_test|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.3_V2.4_BATCH.py
,rank,create_folder|create_file|create_json|deploy_start|create_v25_modules|create_v26_modules|create_config|create_report|create_checkpoint|create_test|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.5_V2.6_BATCH.py
,feature|features|historical,ensure_dir|write_file|write_json|deploy_start|deploy_v27|deploy_v28|deploy_human_approval_gate|create_configs|create_test_file|create_checkpoint|create_report|run_test|show_tree|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.7_V2.8_BATCH.py
,strength,ensure_dir|write_file|write_json|self_validation|deploy_start|deploy_v29|deploy_v30|create_configs|create_test|compile_check|create_checkpoint|create_report|run_test|show_tree|human_gate|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_autonomous_engine_HIL_V2.9_V3.0_BATCH.py
,form|transform,add_test,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_intelligence_layer_test_V1.0.py
,feature|schedule,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_batch_V1.0.py
,feature|schedule,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_ai_orchestration_layer_V1.0_V1.3.py
,feature|features|form|historical|schedule,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_backtest_system_V1.0_V1.3.py
,feature|form|transform,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_checkpoint_V1.0.py
,feature|features|strength,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_engine_V1.0.py
,form|recent|strength,add_test,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_data_intelligence_test_V1.0.py
,feature|features,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_decision_engine_V1.0_V1.3.py
,feature,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_checkpoint_V1.0.py
,feature,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_engine_V1.0.py
,feature|form|transform,add,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_dynamic_feature_weight_test_V1.0.py
,feature|feature_store|features|form|strength|transform,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_adapter_V1.0.py
,feature|feature_store|features|form|recent|rest|strength,,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_core_V1.0.py
,feature|feature_store|features|form|recent|rest|strength,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.0.py
,feature|feature_store,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.1.py
,feature|feature_store,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.2.py
,feature|feature_store|recent,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.3.py
,feature|feature_store,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.4.py
,feature|feature_store|features,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.5.py
,feature|feature_store|features|strength,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.6.py
,feature|feature_store,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.7.py
,feature|feature_store|features,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.8.py
,feature|feature_engine|feature_store|features|form|historical|history|previous|team_form,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V1.9.py
,feature|feature_store|features|form|historical|history|team_form,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.0.py
,feature|feature_store|form|historical|history|team_form,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.1.py
,feature|feature_store|historical,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.2.py
,feature|feature_store|schedule,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.3.py
,feature|feature_store|features|form|historical,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.4_V2.6.py
,feature|feature_store|features|history|rest,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_feature_store_V2.7_V3.0.py
,feature|feature_store|features|rest,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_model_layer_V1.0_V1.3.py
,form,add_test|load_module,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_module_deployment_tool_test_V1.1.py
,feature|features|rank|ranking,create_dir|write_file|write_json|deploy,E:\football_v\00_SYSTEM_TOOLS\Module_Deployment_Tool\modules\deploy_prediction_engine_V1.0_V1.3.py
,history,check_files|generate_report,E:\football_v\01_Data_Source\acceptance\acceptance_check.py
DataDownloader,history,__init__|load_history|calculate_hash|scan_files|record|save,E:\football_v\01_Data_Source\download\data_downloader.py
,form,scan_raw|load_report,E:\football_v\02_Data_Platform\data_loader\data_loader.py
LoaderEngine,form,__init__|scan|report,E:\football_v\02_Data_Platform\data_loader\engine\loader_engine.py
DatasetRegistry,form,__init__|create|load,E:\football_v\02_Data_Platform\data_manager\dataset_registry.py
DataManager,form,__init__|status,E:\football_v\02_Data_Platform\data_manager\data_manager.py
PlatformBootstrap,form,__init__|check_file|health_check,E:\football_v\02_Data_Platform\integration\platform_bootstrap.py
MetadataManager,form,__init__|load|list_datasets|status,E:\football_v\02_Data_Platform\metadata\metadata_manager.py
DataLineage,form,__init__|create|load|register|status,E:\football_v\02_Data_Platform\metadata\lineage\data_lineage.py
DataPipeline,form,__init__|run,E:\football_v\02_Data_Platform\pipeline\data_pipeline.py
DataRegistry,form,load|save|activate,E:\football_v\02_Data_Platform\registry\data_platform_registry.py
,form,scan_folder|build_registry,E:\football_v\02_Data_Platform\storage_engine\storage_manager.py
,rating|strength,calculate_dixon_coles,E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\dixon_coles.py
,history|rating,calculate_elo,E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\elo_engine.py
,rating|strength,poisson_probability|calculate_poisson,E:\football_v\03_MODEL_LAYER\legacy_import\01_Data_Engine\data_engine\poisson_engine.py
,encoder|feature|features|form|transform,load_data|create_features|train,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_engine.py
,feature|features|rating|strength,load_data|create_features|train,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_engine.py
,fatigue|feature|features|form|rating|rest|team_form,load_data|create_features|train,E:\football_v\03_MODEL_LAYER\legacy_import\03_Machine_Learning\XGBoost\xgboost_fusion_v2_engine.py
DataIntelligenceEngine,feature|features|strength,__init__|analyze,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_intelligence_engine.py
DataRouter,feature|features|strength,route,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\data_router.py
FeatureSelector,feature|features,select,E:\football_v\04_Data_Processing_AI\data_intelligence_engine\feature_selector.py
FeatureWeightManager,feature,analyze,E:\football_v\04_Data_Processing_AI\dynamic_feature_weight_engine\feature_weight_manager.py
EloHistoryFeatureEngine,feature|history|previous,calculate,E:\football_v\04_Data_Processing_AI\feature_store\elo_history_feature_engine.py
FeatureAnomalyDetector,feature,detect,E:\football_v\04_Data_Processing_AI\feature_store\feature_anomaly_detector.py
FeatureAPIService,feature,get_feature,E:\football_v\04_Data_Processing_AI\feature_store\feature_api_service.py
FeatureAuditLogger,feature,log,E:\football_v\04_Data_Processing_AI\feature_store\feature_audit_logger.py
FeatureAutoGenerator,feature|features,generate,E:\football_v\04_Data_Processing_AI\feature_store\feature_auto_generator.py
FeatureCacheManager,feature,__init__|set|get,E:\football_v\04_Data_Processing_AI\feature_store\feature_cache_manager.py
FeatureContextBuilder,feature,build,E:\football_v\04_Data_Processing_AI\feature_store\feature_context_builder.py
FeatureCRUDService,feature,create|read|update|delete,E:\football_v\04_Data_Processing_AI\feature_store\feature_crud_service.py
FeatureDatabaseHealthCheck,feature,check,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_health_check.py
FeatureDatabaseReader,feature,__init__|connect,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_reader.py
FeatureDatabaseService,feature,__init__|check_database|connect,E:\football_v\04_Data_Processing_AI\feature_store\feature_database_service.py
